# UDIS-D Dataset Pairs
# Format: img1_path,img2_path,label_path

data/raw/dataset/UDIS-D/testing/input1/000138.jpg,data/raw/dataset/UDIS-D/testing/input2/000137.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000139.jpg,data/raw/dataset/UDIS-D/testing/input2/000138.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000140.jpg,data/raw/dataset/UDIS-D/testing/input2/000139.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000141.jpg,data/raw/dataset/UDIS-D/testing/input2/000140.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000142.jpg,data/raw/dataset/UDIS-D/testing/input2/000141.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000143.jpg,data/raw/dataset/UDIS-D/testing/input2/000142.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000144.jpg,data/raw/dataset/UDIS-D/testing/input2/000143.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000145.jpg,data/raw/dataset/UDIS-D/testing/input2/000144.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000146.jpg,data/raw/dataset/UDIS-D/testing/input2/000145.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000147.jpg,data/raw/dataset/UDIS-D/testing/input2/000146.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000148.jpg,data/raw/dataset/UDIS-D/testing/input2/000147.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000149.jpg,data/raw/dataset/UDIS-D/testing/input2/000148.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000150.jpg,data/raw/dataset/UDIS-D/testing/input2/000149.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000151.jpg,data/raw/dataset/UDIS-D/testing/input2/000150.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000152.jpg,data/raw/dataset/UDIS-D/testing/input2/000151.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000153.jpg,data/raw/dataset/UDIS-D/testing/input2/000152.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000154.jpg,data/raw/dataset/UDIS-D/testing/input2/000153.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000155.jpg,data/raw/dataset/UDIS-D/testing/input2/000154.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000156.jpg,data/raw/dataset/UDIS-D/testing/input2/000155.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000157.jpg,data/raw/dataset/UDIS-D/testing/input2/000156.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000158.jpg,data/raw/dataset/UDIS-D/testing/input2/000157.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000159.jpg,data/raw/dataset/UDIS-D/testing/input2/000158.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000160.jpg,data/raw/dataset/UDIS-D/testing/input2/000159.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000161.jpg,data/raw/dataset/UDIS-D/testing/input2/000160.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000162.jpg,data/raw/dataset/UDIS-D/testing/input2/000161.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000163.jpg,data/raw/dataset/UDIS-D/testing/input2/000162.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000164.jpg,data/raw/dataset/UDIS-D/testing/input2/000163.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000165.jpg,data/raw/dataset/UDIS-D/testing/input2/000164.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000166.jpg,data/raw/dataset/UDIS-D/testing/input2/000165.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000167.jpg,data/raw/dataset/UDIS-D/testing/input2/000166.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000168.jpg,data/raw/dataset/UDIS-D/testing/input2/000167.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000169.jpg,data/raw/dataset/UDIS-D/testing/input2/000168.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000170.jpg,data/raw/dataset/UDIS-D/testing/input2/000169.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000171.jpg,data/raw/dataset/UDIS-D/testing/input2/000170.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000172.jpg,data/raw/dataset/UDIS-D/testing/input2/000171.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000173.jpg,data/raw/dataset/UDIS-D/testing/input2/000172.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000174.jpg,data/raw/dataset/UDIS-D/testing/input2/000173.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000175.jpg,data/raw/dataset/UDIS-D/testing/input2/000174.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000176.jpg,data/raw/dataset/UDIS-D/testing/input2/000175.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000177.jpg,data/raw/dataset/UDIS-D/testing/input2/000176.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000178.jpg,data/raw/dataset/UDIS-D/testing/input2/000177.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000179.jpg,data/raw/dataset/UDIS-D/testing/input2/000178.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000180.jpg,data/raw/dataset/UDIS-D/testing/input2/000179.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000181.jpg,data/raw/dataset/UDIS-D/testing/input2/000180.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000182.jpg,data/raw/dataset/UDIS-D/testing/input2/000181.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000183.jpg,data/raw/dataset/UDIS-D/testing/input2/000182.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000184.jpg,data/raw/dataset/UDIS-D/testing/input2/000183.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000185.jpg,data/raw/dataset/UDIS-D/testing/input2/000184.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000186.jpg,data/raw/dataset/UDIS-D/testing/input2/000185.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000187.jpg,data/raw/dataset/UDIS-D/testing/input2/000186.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000188.jpg,data/raw/dataset/UDIS-D/testing/input2/000187.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000189.jpg,data/raw/dataset/UDIS-D/testing/input2/000188.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000190.jpg,data/raw/dataset/UDIS-D/testing/input2/000189.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000191.jpg,data/raw/dataset/UDIS-D/testing/input2/000190.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000192.jpg,data/raw/dataset/UDIS-D/testing/input2/000191.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000193.jpg,data/raw/dataset/UDIS-D/testing/input2/000192.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000194.jpg,data/raw/dataset/UDIS-D/testing/input2/000193.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000195.jpg,data/raw/dataset/UDIS-D/testing/input2/000194.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000196.jpg,data/raw/dataset/UDIS-D/testing/input2/000195.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000197.jpg,data/raw/dataset/UDIS-D/testing/input2/000196.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000198.jpg,data/raw/dataset/UDIS-D/testing/input2/000197.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000199.jpg,data/raw/dataset/UDIS-D/testing/input2/000198.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000200.jpg,data/raw/dataset/UDIS-D/testing/input2/000199.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000201.jpg,data/raw/dataset/UDIS-D/testing/input2/000200.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000202.jpg,data/raw/dataset/UDIS-D/testing/input2/000201.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000203.jpg,data/raw/dataset/UDIS-D/testing/input2/000202.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000204.jpg,data/raw/dataset/UDIS-D/testing/input2/000203.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000205.jpg,data/raw/dataset/UDIS-D/testing/input2/000204.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000206.jpg,data/raw/dataset/UDIS-D/testing/input2/000205.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000207.jpg,data/raw/dataset/UDIS-D/testing/input2/000206.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000208.jpg,data/raw/dataset/UDIS-D/testing/input2/000207.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000209.jpg,data/raw/dataset/UDIS-D/testing/input2/000208.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000210.jpg,data/raw/dataset/UDIS-D/testing/input2/000209.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000211.jpg,data/raw/dataset/UDIS-D/testing/input2/000210.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000212.jpg,data/raw/dataset/UDIS-D/testing/input2/000211.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000213.jpg,data/raw/dataset/UDIS-D/testing/input2/000212.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000214.jpg,data/raw/dataset/UDIS-D/testing/input2/000213.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000215.jpg,data/raw/dataset/UDIS-D/testing/input2/000214.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000216.jpg,data/raw/dataset/UDIS-D/testing/input2/000215.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000217.jpg,data/raw/dataset/UDIS-D/testing/input2/000216.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000218.jpg,data/raw/dataset/UDIS-D/testing/input2/000217.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000219.jpg,data/raw/dataset/UDIS-D/testing/input2/000218.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000220.jpg,data/raw/dataset/UDIS-D/testing/input2/000219.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000221.jpg,data/raw/dataset/UDIS-D/testing/input2/000220.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000222.jpg,data/raw/dataset/UDIS-D/testing/input2/000221.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000223.jpg,data/raw/dataset/UDIS-D/testing/input2/000222.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000224.jpg,data/raw/dataset/UDIS-D/testing/input2/000223.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000225.jpg,data/raw/dataset/UDIS-D/testing/input2/000224.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000226.jpg,data/raw/dataset/UDIS-D/testing/input2/000225.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000227.jpg,data/raw/dataset/UDIS-D/testing/input2/000226.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000228.jpg,data/raw/dataset/UDIS-D/testing/input2/000227.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000229.jpg,data/raw/dataset/UDIS-D/testing/input2/000228.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000230.jpg,data/raw/dataset/UDIS-D/testing/input2/000229.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000231.jpg,data/raw/dataset/UDIS-D/testing/input2/000230.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000232.jpg,data/raw/dataset/UDIS-D/testing/input2/000231.jpg,None
data/raw/dataset/UDIS-D/testing/input1/000233.jpg,data/raw/dataset/UDIS-D/testing/input2/000232.jpg,None
